Date,Question,Answer,Specialty,Diagnosis,Emergency,Pharmacology
2018-11-11 00:00:00,What are the options for postoperative chemotherapy for stage III colon cancer?,"Primary options
  Fluorouracil and folinic acid and oxaliplatin 
OR
  Fapecitabine and oxaliplatin 
Initial studies evaluating postoperative therapy with fluorouracil and folinic acid indicate a progression-free and overall survival benefit over observation, but the addition of oxaliplatin to fluorouracil and folinic acid in patients with stage III disease yields a clear 6-year and 10-year survival benefit. ",Oncology,Colon Cancer,,
2018-11-11 00:00:00,What are the indications for starting postoperative chemotherapy for patients with stage II colon cancer? ,"The American Society of Clinical Oncology conclude that its use may be justified in patients with high-risk stage II disease, including patients with inadequately sampled nodes (<12 nodes), T4 lesions, perforation, or poorly differentiated histology.",Oncology,Colon Cancer,,
2018-11-11 00:00:00,What is the management of stage IV colon cancer with  resectable metastases?,"The alternatives for a patient with potentially resectable liver metastases are staged or synchronous resection of liver metastases and primary tumour with postoperative chemotherapy with or without pelvic radiotherapy  or preoperative chemotherapy alone or chemoradiotherapy followed by staged or synchronous resection of liver metastases and rectal tumour with postoperative adjuvant.
The former option may be more appropriate in a patient with clearly resectable metastatic disease and the latter in a patient with borderline or initially unresectable disease.",Oncology,Colon Cancer,,
2018-11-11 00:00:00,What is the management of colorectal cancer stage IV with unresectable metastases or medically inoperable?,"In this situation, treatment is part of a palliative rather than curative approach and the goals of treatment are to prolong overall survival and maintain quality of life. While systemic therapy is the mainstay of treatment. In patients with rectal cancer, additional treatments directed at the primary tumour may be necessary to control symptoms. These include endoscopic stenting of an obstructing tumour or diverting colostomy if the patient is medically fit.
",Oncology,Colon Cancer,,
2018-11-11 00:00:00,What are the survival estimates for patients with disseminated colon cancer? ,Survival estimates for patients with disseminated disease receiving best supportive care are about 6 months. The use of fluorouracil/folinic acid can increase survival to approximately 10 to 12 months whereas oxaliplatin plus fluorouracil/folinic acid and irinotecan plus fluorouracil/folinic acid can increase survival to 20 to 21 months.  The addition of a biological agent to this backbone prolongs survival to approximately 27 to 33 months.,Oncology,Colon Cancer,,
2018-11-12 00:00:00,What are the indications of genetic testing for women with a family history of breast cancer? ,"Women with a family history of breast cancer (maternal or paternal) that meet the following criteria should be referred for counselling and possibly genetic testing: 
1. Two breast cancer primaries in a single individual
2. Triple negative (ER-, PR-, HER2-) breast cancer
3. Breast cancer with onset at age 50 years or younger
4. Male breast cancer
5. Ovarian cancer
6. Breast cancer at any age, and ≥1 close blood relative with breast cancer ≤50 years, or ≥1 close blood relative with epithelial ovarian cancer at any age, or ≥2 close blood relatives with breast cancer 
7. Known genetic predisposition for breast cancer (i.e., BRCA1/2, TP53, PTEN, CDH1, STK11 or other gene mutation) within the family.
",Oncology,Breast Cancer,,
2018-11-12 00:00:00,What are the Breast Imaging Reporting and Data System (BI-RADS) mammographic assessment categories?,"Category 0: Incomplete  (Need additional imaging evaluation and/or prior mammograms for comparison)	
Category 1: Negative	(Routine mammography screening, Essentially 0 percent likelihood of malignancy)
Category 2: Benign	(Routine mammography screening, Essentially 0 percent likelihood of malignancy)
Category 3: Probably benign	(Short-interval (6-month) follow-up or continued surveillance mammography, >0 but ≤2 percent likelihood of malignancy)
Category 4: Suspicious	(Tissue diagnosis, >2 but <95 percent likelihood of malignancy)
Category 5: Highly suggestive of malignancy	(Tissue diagnosis,  ≥95 percent likelihood of malignancy)
Category 6: Known biopsy-proven malignancy	(Surgical excision when clinically appropriate)",Oncology,Breast Cancer,,
2018-11-13 00:00:00,What are the treatment goals for primary invasive breast cancer in women? ,"1. Improve survival
2. Reduce the risk of both local and distant recurrence
3. Maintain long-term quality of life",Oncology,Breast Cancer,,
2018-11-13 00:00:00,What should be done to patients who were treated with breast-conserving surgery for breast cancer? ,"Patients treated with breast-conserving surgery usually also receive radiotherapy to the remaining breast tissue, with some exceptions. ",Oncology,Breast Cancer,,
2018-11-13 00:00:00,What should affect the decision to do breast conserving surgery for breast cancer? ,"In general, breast-conserving surgery is preferred to mastectomy for early stage breast cancers, although this decision may also be impacted by the location of the tumour and the size of the affected breast.",Oncology,Breast Cancer,,
2018-11-13 00:00:00,What are the differences between delayed and immediate breast reconstructions?,Breast reconstruction may be performed at initial surgery or delayed. Immediate breast reconstruction is not associated with any increased frequency of local recurrence. ,Oncology,Breast Cancer,,
2018-11-13 00:00:00,What is the management for breast cancer in pregnant women? ,"Women with breast cancer during pregnancy have traditionally been treated with mastectomy, waiting for systemic therapy until after delivery. However, there are now extensive data to confirm safety of adjuvant anthracyclines during the second and third trimesters of pregnancy, and it is clear from randomised phase III adjuvant trials that delay in adjuvant radiation for up to 6 months (or more) following surgery does not impact local recurrence. Therefore, many women with breast cancer developing during pregnancy may safely be treated with breast-conserving surgery, either before or after systemic therapy. ",Oncology,Breast Cancer,,
2018-11-13 00:00:00,What are the surgical options for breast cancer in men? ,"In men, the surgical options are either modified radical mastectomy (MRM) or radical mastectomy.",Oncology,Breast Cancer,,
2018-11-23 00:00:00,Where does the RBC Distribution Width increase (anisocytosis)?,Iron deficiency anemia,Hematology,,,
2018-11-23 00:00:00,What is the differential diagnosis of poikilocytosis?,Poikilocytosis is in iron deficiency anemia  and myelofibrosis.,Hematology,,,
2018-11-23 00:00:00,What should you consider if RBCs and platelets are low? ,Microangiopathic hemolytic anemia ,Hematology,,,
2018-11-23 00:00:00,What can be seen in the blood of patients with microangiopathic hemolytic anemia?,Schistocytes ,Hematology,,,
2018-11-23 00:00:00,What is the gold standard method to evaluate iron metabolism and stores?,Bone marrow biopsy,Hematology,,,
2018-11-23 00:00:00,What are the complications of tumor lysis syndrome?,"Tumor lysis syndrome is more common in diseases with large tumor burden and high proliferative rate (high grade lymphoma, leukemia). The complications are lethal cardiac arrhythmia (increased K+) and acute renal failure (urate nephropathy). PO43- binds Ca2+.",Oncology,Tumor Lysis Syndrome,,
2018-11-23 00:00:00,What is the most common type of lymphoid leukemia?,CLL which is a clonal malignancy of mature B-cells,Hematology,,,
2018-11-23 00:00:00,What are smudge cells? ,Smudge cells are artifacts of damaged lymphocytes.,Hematology,,,
2018-11-23 00:00:00,What is the definition of acute leukemia?,The presence of 20% blast cells or greater in bone marrow at presentation defines acute leukemia.,Hematology,,,
2018-11-23 00:00:00,What could be the origin of AML?,It could originate de novo or secondary to hematologic malignancies (e.g. myeloproliferative disorders and MDS) or previous chemotherapeutic agents (e.g. alkylating agents). ,Hematology,,,
2018-11-23 00:00:00,What type of leukemia is associated with gingival hypertrophy?,Gingival hypertrophy particularly occurs in myelomonocytic leukemia.,Hematology,,,
2018-11-23 00:00:00,What are the classifications of AML?,"The 2008 WHO Classification of AML includes AML with recurrent genetic abnormalities, AML with myelodysplasia-related changes, therapy-related myeloid neoplasms, myeloid proliferations related to Down syndrome and AML not otherwise specified (FAP M1 to M7). ",Hematology,,,
2018-11-23 00:00:00,What is the mainstay of treatment of AML?,The mainstay of treatment is chemotherapy (remission and consolation). It is rapidly fatal without treatment.,Hematology,,,
2018-11-23 00:00:00,What is the most common plasma cell malignancy?,Multiple myeloma,Hematology,,,
2018-11-23 00:00:00,What are the secretions of multiple myeloma?,"95% are secretory (produce M protein) (IgG 50%, IgA 20). 20% produce free light chains or light chains alone with abnormal kappa:lambda ratio and Bence-Jones protein. ",Hematology,,,
2018-11-23 00:00:00,What is the cause of the increased bone resorption in multiple myeloma? ,The increased bone resorption is secondary to osteoclast activating factors such as PTHrP.,Hematology,,,
2018-11-23 00:00:00,What is the most common cause of renal failure in multiple myeloma? ,Renal failure is most frequently caused by cast nephropathy. ,Hematology,,,
2018-11-23 00:00:00,What is the cause of amyloidosis in multiple myeloma? ,Amyloidosis is due to accumulation of insoluble fibrillar protein (Ig light chain) in tissues. ,Hematology,,,
